city,area,road,dd_lat,dd_long,dms_lat,dms_long
New Taipei City,,,24.926662,121.371712,"24°55'35.98""N","121°22'18.16""E"
New Taipei City,,,24.921788,121.369156,"24°55'18.44""N","121°22'08.96""E"
New Taipei City,,,24.932579,121.379677,"24°55'57.28""N","121°22'46.84""E"
New Taipei City,,,25.187292,121.437642,"25°11'14.25""N","121°26'15.51""E"
New Taipei City,,,25.19612,121.433485,"25°11'46.03""N","121°26'00.55""E"
New Taipei City,,,25.185158,121.421605,"25°11'06.57""N","121°25'17.78""E"
New Taipei City,,,25.07585,121.380836,"25°04'33.06""N","121°22'51.01""E"
New Taipei City,,,25.073363,121.361917,"25°04'24.11""N","121°21'42.90""E"
New Taipei City,,,25.075401,121.368699,"25°04'31.44""N","121°22'07.32""E"
New Taipei City,,,25.0683,121.35894,"25°04'05.88""N","121°21'32.18""E"
New Taipei City,,,25.066303,121.367112,"25°03'58.69""N","121°22'01.60""E"
New Taipei City,,,25.077697,121.36859,"25°04'39.71""N","121°22'06.92""E"
New Taipei City,,,25.023045,121.461074,"25°01'22.96""N","121°27'39.87""E"
New Taipei City,,,25.027751,121.481406,"25°01'39.90""N","121°28'53.06""E"
New Taipei City,,,24.992088,121.452448,"24°59'31.52""N","121°27'08.81""E"
New Taipei City,,,25.01597,121.481342,"25°00'57.49""N","121°28'52.83""E"
New Taipei City,,,24.965599,121.439002,"24°57'56.16""N","121°26'20.41""E"
New Taipei City,,,24.993928,121.462207,"24°59'38.14""N","121°27'43.95""E"
New Taipei City,,,24.995514,121.459046,"24°59'43.85""N","121°27'32.57""E"
New Taipei City,,,25.036568,121.478933,"25°02'11.64""N","121°28'44.16""E"
New Taipei City,,,24.98706,121.420461,"24°59'13.42""N","121°25'13.66""E"
New Taipei City,,,24.980342,121.425793,"24°58'49.23""N","121°25'32.85""E"
New Taipei City,,,24.975867,121.403215,"24°58'33.12""N","121°24'11.57""E"
New Taipei City,,,24.97312,121.398521,"24°58'23.23""N","121°23'54.68""E"
New Taipei City,,,24.956526,121.356937,"24°57'23.49""N","121°21'24.97""E"
New Taipei City,,,25.094201,121.458804,"25°05'39.12""N","121°27'31.69""E"
New Taipei City,,,25.085313,121.488677,"25°05'07.13""N","121°29'19.24""E"
New Taipei City,,,25.071322,121.484601,"25°04'16.76""N","121°29'04.56""E"
New Taipei City,,,25.065632,121.655527,"25°03'56.28""N","121°39'19.90""E"
New Taipei City,,,25.005623,121.432362,"25°00'20.24""N","121°25'56.50""E"
New Taipei City,,,25.054455,121.456537,"25°03'16.04""N","121°27'23.53""E"
New Taipei City,,,25.026608,121.442689,"25°01'35.79""N","121°26'33.68""E"
New Taipei City,,,24.99129,121.506038,"24°59'28.64""N","121°30'21.74""E"
New Taipei City,,,24.961508,121.540869,"24°57'41.43""N","121°32'27.13""E"
New Taipei City,,,24.971183,121.517028,"24°58'16.26""N","121°31'01.30""E"
New Taipei City,,,24.960494,121.508298,"24°57'37.78""N","121°30'29.87""E"
New Taipei City,,,25.013899,121.483304,"25°00'50.04""N","121°28'59.89""E"
New Taipei City,,,24.980356,121.53381,"24°58'49.28""N","121°32'01.72""E"
New Taipei City,,,25.069562,121.449308,"25°04'10.42""N","121°26'57.51""E"
New Taipei City,,,24.999032,121.617443,"24°59'56.52""N","121°37'02.79""E"
New Taipei City,,,24.951364,121.385661,"24°57'04.91""N","121°23'08.38""E"
New Taipei City,,,24.948706,121.383207,"24°56'55.34""N","121°22'59.55""E"
New Taipei City,,,25.061474,121.489707,"25°03'41.31""N","121°29'22.95""E"
New Taipei City,,,25.059867,121.472855,"25°03'35.52""N","121°28'22.28""E"
New Taipei City,,,25.054633,121.488354,"25°03'16.68""N","121°29'18.07""E"
New Taipei City,,,25.074179,121.486314,"25°04'27.04""N","121°29'10.73""E"
New Taipei City,,,25.068758,121.664304,"25°04'07.53""N","121°39'51.49""E"
New Taipei City,,,25.070299,121.642983,"25°04'13.08""N","121°38'34.74""E"
New Taipei City,,,25.077248,121.639018,"25°04'38.09""N","121°38'20.46""E"
New Taipei City,,,25.076585,121.650166,"25°04'35.71""N","121°39'00.60""E"
New Taipei City,,,25.03858,121.624569,"25°02'18.89""N","121°37'28.45""E"
New Taipei City,,,25.081207,121.672823,"25°04'52.35""N","121°40'22.16""E"
New Taipei City,,,25.06884,121.620658,"25°04'07.82""N","121°37'14.37""E"
New Taipei City,,,25.049478,121.463864,"25°02'58.12""N","121°27'49.91""E"
New Taipei City,,,25.017431,121.439193,"25°01'02.75""N","121°26'21.09""E"
New Taipei City,,,25.030419,121.415033,"25°01'49.51""N","121°24'54.12""E"
New Taipei City,,,25.050911,121.455188,"25°03'03.28""N","121°27'18.68""E"
New Taipei City,,,25.045252,121.447859,"25°02'42.91""N","121°26'52.29""E"
New Taipei City,,,25.05758,121.45211,"25°03'27.29""N","121°27'07.60""E"
New Taipei City,,,25.042247,121.447362,"25°02'32.09""N","121°26'50.50""E"
New Taipei City,,,25.066688,121.462319,"25°04'00.08""N","121°27'44.35""E"
New Taipei City,,,24.991268,121.506087,"24°59'28.56""N","121°30'21.91""E"
New Taipei City,,,25.013873,121.48335,"25°00'49.94""N","121°29'00.06""E"
New Taipei City,,,25.01576,121.482956,"25°00'56.74""N","121°28'58.64""E"
New Taipei City,,,25.003014,121.526185,"25°00'10.85""N","121°31'34.27""E"
New Taipei City,,,25.011733,121.517011,"25°00'42.24""N","121°31'01.24""E"
New Taipei City,,,25.009835,121.504707,"25°00'35.41""N","121°30'16.95""E"
New Taipei City,,,24.950707,121.55014,"24°57'02.55""N","121°33'00.50""E"
New Taipei City,,,25.084458,121.443367,"25°05'04.05""N","121°26'36.12""E"
New Taipei City,,,25.091379,121.445736,"25°05'28.96""N","121°26'44.65""E"
New Taipei City,,,25.066722,121.438472,"25°04'00.20""N","121°26'18.50""E"
New Taipei City,,,25.069447,121.449211,"25°04'10.01""N","121°26'57.16""E"
New Taipei City,,,25.001761,121.618511,"25°00'06.34""N","121°37'06.64""E"
New Taipei City,,,24.991606,121.656667,"24°59'29.78""N","121°39'24.00""E"
New Taipei City,,,25.089664,121.376147,"25°05'22.79""N","121°22'34.13""E"
New Taipei City,,,25.089059,121.378699,"25°05'20.61""N","121°22'43.32""E"
New Taipei City,,,25.023323,121.456018,"25°01'23.96""N","121°27'21.66""E"
New Taipei City,,,25.000065,121.444699,"25°00'00.23""N","121°26'40.92""E"
New Taipei City,,,24.98995,121.467328,"24°59'23.82""N","121°28'02.38""E"
New Taipei City,,,24.989015,121.450067,"24°59'20.45""N","121°27'00.24""E"
New Taipei City,,,25.010481,121.472405,"25°00'37.73""N","121°28'20.66""E"
New Taipei City,,,24.984126,121.416206,"24°59'02.85""N","121°24'58.34""E"
New Taipei City,,,24.984536,121.420729,"24°59'04.33""N","121°25'14.62""E"
New Taipei City,,,25.160975,121.424963,"25°09'39.51""N","121°25'29.87""E"
New Taipei City,,,25.157985,121.406891,"25°09'28.75""N","121°24'24.81""E"
New Taipei City,,,25.155532,121.405848,"25°09'19.92""N","121°24'21.05""E"
New Taipei City,,,25.151123,121.39961,"25°09'04.04""N","121°23'58.60""E"
New Taipei City,,,25.086193,121.460014,"25°05'10.29""N","121°27'36.05""E"
New Taipei City,,,25.075412,121.496182,"25°04'31.48""N","121°29'46.26""E"
New Taipei City,,,25.085822,121.487085,"25°05'08.96""N","121°29'13.51""E"
New Taipei City,,,25.0683,121.496228,"25°04'05.88""N","121°29'46.42""E"
New Taipei City,,,25.052791,121.469527,"25°03'10.05""N","121°28'10.30""E"
New Taipei City,,,25.058906,121.483567,"25°03'32.06""N","121°29'00.84""E"
New Taipei City,,,25.061475,121.489652,"25°03'41.31""N","121°29'22.75""E"
New Taipei City,,,25.059549,121.488328,"25°03'34.38""N","121°29'17.98""E"
New Taipei City,,,25.08879,121.465177,"25°05'19.64""N","121°27'54.64""E"
New Taipei City,,,25.067368,121.642551,"25°04'02.52""N","121°38'33.18""E"
New Taipei City,,,25.068255,121.662657,"25°04'05.72""N","121°39'45.57""E"
New Taipei City,,,25.075957,121.639749,"25°04'33.45""N","121°38'23.10""E"
New Taipei City,,,25.071392,121.677324,"25°04'17.01""N","121°40'38.37""E"
New Taipei City,,,25.01671,121.438899,"25°01'00.16""N","121°26'20.04""E"
New Taipei City,,,25.006979,121.49676,"25°00'25.12""N","121°29'48.34""E"
New Taipei City,,,24.955322,121.504493,"24°57'19.16""N","121°30'16.17""E"
New Taipei City,,,25.009786,121.504707,"25°00'35.23""N","121°30'16.95""E"
New Taipei City,,,24.959338,121.512966,"24°57'33.62""N","121°30'46.68""E"
New Taipei City,,,24.953027,121.551186,"24°57'10.90""N","121°33'04.27""E"
New Taipei City,,,25.066781,121.450407,"25°04'00.41""N","121°27'01.47""E"
New Taipei City,,,25.092197,121.469532,"25°05'31.91""N","121°28'10.32""E"
New Taipei City,,,25.071934,121.479598,"25°04'18.96""N","121°28'46.55""E"
New Taipei City,,,25.056021,121.469275,"25°03'21.68""N","121°28'09.39""E"
New Taipei City,,,25.076845,121.667181,"25°04'36.64""N","121°40'01.85""E"
New Taipei City,,,25.069545,121.676702,"25°04'10.36""N","121°40'36.13""E"
New Taipei City,,,25.022248,121.418062,"25°01'20.09""N","121°25'05.02""E"
New Taipei City,,,25.038888,121.451998,"25°02'20.00""N","121°27'07.19""E"
New Taipei City,,,25.034275,121.455217,"25°02'03.39""N","121°27'18.78""E"
New Taipei City,,,25.068031,121.460668,"25°04'04.91""N","121°27'38.40""E"
New Taipei City,,,25.006166,121.48556,"25°00'22.20""N","121°29'08.02""E"
New Taipei City,,,24.991225,121.506185,"24°59'28.41""N","121°30'22.27""E"
New Taipei City,,,25.011244,121.486421,"25°00'40.48""N","121°29'11.12""E"
New Taipei City,,,24.952827,121.542459,"24°57'10.18""N","121°32'32.85""E"
New Taipei City,,,24.997334,121.496378,"24°59'50.40""N","121°29'46.96""E"
New Taipei City,,,25.0089,121.518319,"25°00'32.04""N","121°31'05.95""E"
New Taipei City,,,25.007348,121.516031,"25°00'26.45""N","121°30'57.71""E"
New Taipei City,,,24.959224,121.512857,"24°57'33.21""N","121°30'46.29""E"
New Taipei City,,,25.094255,121.441026,"25°05'39.32""N","121°26'27.69""E"
New Taipei City,,,25.083603,121.442371,"25°05'00.97""N","121°26'32.54""E"
New Taipei City,,,25.0688,121.451346,"25°04'07.68""N","121°27'04.85""E"
New Taipei City,,,24.936062,121.703596,"24°56'09.82""N","121°42'12.95""E"
New Taipei City,,,25.000868,121.615001,"25°00'03.12""N","121°36'54.00""E"
New Taipei City,,,25.002304,121.60458,"25°00'08.29""N","121°36'16.49""E"
New Taipei City,,,25.006578,121.622609,"25°00'23.68""N","121°37'21.39""E"
New Taipei City,,,25.00517,121.651692,"25°00'18.61""N","121°39'06.09""E"
New Taipei City,,,24.935581,121.363884,"24°56'08.09""N","121°21'49.98""E"
New Taipei City,,,25.175542,121.429186,"25°10'31.95""N","121°25'45.07""E"
New Taipei City,,,25.18729,121.423599,"25°11'14.24""N","121°25'24.96""E"
New Taipei City,,,25.07717,121.387514,"25°04'37.81""N","121°23'15.05""E"
New Taipei City,,,25.073984,121.369508,"25°04'26.34""N","121°22'10.23""E"
New Taipei City,,,25.07283,121.389171,"25°04'22.19""N","121°23'21.02""E"
New Taipei City,,,25.089333,121.479158,"25°05'21.60""N","121°28'44.97""E"
New Taipei City,,,25.086169,121.459966,"25°05'10.21""N","121°27'35.88""E"
New Taipei City,,,25.076384,121.498653,"25°04'34.98""N","121°29'55.15""E"
New Taipei City,,,25.076989,121.661961,"25°04'37.16""N","121°39'43.06""E"
New Taipei City,,,25.06949,121.676609,"25°04'10.16""N","121°40'35.79""E"
New Taipei City,,,25.042214,121.457682,"25°02'31.97""N","121°27'27.66""E"
New Taipei City,,,25.05838,121.448442,"25°03'30.17""N","121°26'54.39""E"
New Taipei City,,,25.039239,121.448685,"25°02'21.26""N","121°26'55.27""E"
New Taipei City,,,24.992697,121.501477,"24°59'33.71""N","121°30'05.32""E"
New Taipei City,,,24.969931,121.51883,"24°58'11.75""N","121°31'07.79""E"
New Taipei City,,,25.011775,121.486703,"25°00'42.39""N","121°29'12.13""E"
New Taipei City,,,24.959125,121.531763,"24°57'32.85""N","121°31'54.35""E"
New Taipei City,,,24.954472,121.502519,"24°57'16.10""N","121°30'09.07""E"
New Taipei City,,,25.065219,121.451722,"25°03'54.79""N","121°27'06.20""E"
New Taipei City,,,25.066957,121.44619,"25°04'01.05""N","121°26'46.28""E"
New Taipei City,,,25.083038,121.387249,"25°04'58.94""N","121°23'14.10""E"
New Taipei City,,,25.081982,121.377559,"25°04'55.14""N","121°22'39.21""E"
New Taipei City,,,25.073615,121.390406,"25°04'25.01""N","121°23'25.46""E"
New Taipei City,,,25.067754,121.371294,"25°04'03.91""N","121°22'16.66""E"
New Taipei City,,,25.084791,121.387429,"25°05'05.25""N","121°23'14.74""E"
New Taipei City,,,25.089236,121.376516,"25°05'21.25""N","121°22'35.46""E"
New Taipei City,,,25.021743,121.458887,"25°01'18.27""N","121°27'31.99""E"
New Taipei City,,,25.027391,121.462888,"25°01'38.61""N","121°27'46.40""E"
New Taipei City,,,25.010911,121.461099,"25°00'39.28""N","121°27'39.96""E"
New Taipei City,,,25.005514,121.415006,"25°00'19.85""N","121°24'54.02""E"
New Taipei City,,,24.983436,121.420644,"24°59'00.37""N","121°25'14.32""E"
New Taipei City,,,25.000687,121.419285,"25°00'02.47""N","121°25'09.43""E"
New Taipei City,,,24.97268,121.334682,"24°58'21.65""N","121°20'04.86""E"
New Taipei City,,,24.97225,121.332327,"24°58'20.10""N","121°19'56.38""E"
New Taipei City,,,25.154479,121.440167,"25°09'16.12""N","121°26'24.60""E"
New Taipei City,,,25.136973,121.449806,"25°08'13.10""N","121°26'59.30""E"
New Taipei City,,,25.047855,121.431053,"25°02'52.28""N","121°25'51.79""E"
New Taipei City,,,25.057781,121.428709,"25°03'28.01""N","121°25'43.35""E"
New Taipei City,,,25.197945,121.428554,"25°11'52.60""N","121°25'42.79""E"
New Taipei City,,,25.072892,121.366287,"25°04'22.41""N","121°21'58.63""E"
New Taipei City,,,25.07717,121.387539,"25°04'37.81""N","121°23'15.14""E"
New Taipei City,,,25.072826,121.389231,"25°04'22.17""N","121°23'21.23""E"
New Taipei City,,,25.07811,121.367817,"25°04'41.20""N","121°22'04.14""E"
New Taipei City,,,25.088858,121.384054,"25°05'19.89""N","121°23'02.59""E"
New Taipei City,,,25.089681,121.376096,"25°05'22.85""N","121°22'33.95""E"
New Taipei City,,,25.023293,121.456058,"25°01'23.85""N","121°27'21.81""E"
New Taipei City,,,25.000105,121.444732,"25°00'00.38""N","121°26'41.04""E"
New Taipei City,,,24.988085,121.461502,"24°59'17.11""N","121°27'41.41""E"
New Taipei City,,,24.989046,121.450024,"24°59'20.57""N","121°27'00.09""E"
New Taipei City,,,25.010525,121.472379,"25°00'37.89""N","121°28'20.56""E"
New Taipei City,,,24.984512,121.420681,"24°59'04.24""N","121°25'14.45""E"
New Taipei City,,,24.978178,121.413575,"24°58'41.44""N","121°24'48.87""E"
New Taipei City,,,24.97583,121.332888,"24°58'32.99""N","121°19'58.40""E"
New Taipei City,,,25.157997,121.406906,"25°09'28.79""N","121°24'24.86""E"
New Taipei City,,,25.155544,121.405834,"25°09'19.96""N","121°24'21.00""E"
New Taipei City,,,25.064139,121.428816,"25°03'50.90""N","121°25'43.74""E"
New Taipei City,,,25.092297,121.46953,"25°05'32.27""N","121°28'10.31""E"
New Taipei City,,,25.066587,121.494675,"25°03'59.71""N","121°29'40.83""E"
New Taipei City,,,25.086557,121.464352,"25°05'11.61""N","121°27'51.67""E"
New Taipei City,,,25.08076,121.458382,"25°04'50.74""N","121°27'30.18""E"
New Taipei City,,,25.089421,121.490353,"25°05'21.92""N","121°29'25.27""E"
New Taipei City,,,25.068135,121.496277,"25°04'05.29""N","121°29'46.60""E"
New Taipei City,,,25.052802,121.46958,"25°03'10.09""N","121°28'10.49""E"
New Taipei City,,,25.054278,121.493321,"25°03'15.40""N","121°29'35.96""E"
New Taipei City,,,25.05959,121.488297,"25°03'34.52""N","121°29'17.87""E"
New Taipei City,,,25.063566,121.66263,"25°03'48.84""N","121°39'45.47""E"
New Taipei City,,,25.071411,121.677274,"25°04'17.08""N","121°40'38.19""E"
New Taipei City,,,25.078928,121.665489,"25°04'44.14""N","121°39'55.76""E"
New Taipei City,,,25.019168,121.422661,"25°01'09.00""N","121°25'21.58""E"
New Taipei City,,,25.017099,121.423953,"25°01'01.56""N","121°25'26.23""E"
New Taipei City,,,25.016109,121.426033,"25°00'57.99""N","121°25'33.72""E"
New Taipei City,,,25.067593,121.359768,"25°04'03.33""N","121°21'35.16""E"
New Taipei City,,,25.072296,121.368541,"25°04'20.27""N","121°22'06.75""E"
New Taipei City,,,25.022996,121.461105,"25°01'22.79""N","121°27'39.98""E"
New Taipei City,,,25.024106,121.459712,"25°01'26.78""N","121°27'34.96""E"
New Taipei City,,,25.026608,121.472254,"25°01'35.79""N","121°28'20.11""E"
New Taipei City,,,25.009427,121.469289,"25°00'33.94""N","121°28'09.44""E"
New Taipei City,,,25.027775,121.471288,"25°01'39.99""N","121°28'16.64""E"
New Taipei City,,,24.991431,121.462106,"24°59'29.15""N","121°27'43.58""E"
New Taipei City,,,24.986027,121.460049,"24°59'09.70""N","121°27'36.18""E"
New Taipei City,,,24.987296,121.426025,"24°59'14.27""N","121°25'33.69""E"
New Taipei City,,,24.97851,121.441593,"24°58'42.64""N","121°26'29.73""E"
New Taipei City,,,24.95553,121.342807,"24°57'19.91""N","121°20'34.11""E"
New Taipei City,,,25.087934,121.474069,"25°05'16.56""N","121°28'26.65""E"
New Taipei City,,,25.087667,121.489455,"25°05'15.60""N","121°29'22.04""E"
New Taipei City,,,25.086437,121.488355,"25°05'11.17""N","121°29'18.08""E"
New Taipei City,,,25.071563,121.48693,"25°04'17.63""N","121°29'12.95""E"
New Taipei City,,,25.063568,121.466416,"25°03'48.84""N","121°27'59.10""E"
New Taipei City,,,25.071303,121.632724,"25°04'16.69""N","121°37'57.81""E"
New Taipei City,,,25.090683,121.643988,"25°05'26.46""N","121°38'38.36""E"
New Taipei City,,,25.022344,121.418091,"25°01'20.44""N","121°25'05.13""E"
New Taipei City,,,25.024388,121.4269,"25°01'27.80""N","121°25'36.84""E"
New Taipei City,,,25.054359,121.462088,"25°03'15.69""N","121°27'43.52""E"
New Taipei City,,,25.054455,121.456596,"25°03'16.04""N","121°27'23.75""E"
New Taipei City,,,25.034301,121.455258,"25°02'03.48""N","121°27'18.93""E"
New Taipei City,,,25.032481,121.411316,"25°01'56.93""N","121°24'40.74""E"
New Taipei City,,,25.034789,121.439443,"25°02'05.24""N","121°26'21.99""E"
New Taipei City,,,24.991242,121.504163,"24°59'28.47""N","121°30'14.99""E"
New Taipei City,,,25.006174,121.485201,"25°00'22.23""N","121°29'06.72""E"
New Taipei City,,,24.999433,121.511125,"24°59'57.96""N","121°30'40.05""E"
New Taipei City,,,25.011031,121.486164,"25°00'39.71""N","121°29'10.19""E"
New Taipei City,,,25.008684,121.518396,"25°00'31.26""N","121°31'06.23""E"
New Taipei City,,,25.05452,121.472186,"25°03'16.27""N","121°28'19.87""E"
New Taipei City,,,25.055915,121.469179,"25°03'21.29""N","121°28'09.04""E"
New Taipei City,,,25.061473,121.489761,"25°03'41.30""N","121°29'23.14""E"
New Taipei City,,,25.052918,121.489195,"25°03'10.50""N","121°29'21.10""E"
New Taipei City,,,25.058512,121.50079,"25°03'30.64""N","121°30'02.84""E"
New Taipei City,,,25.061421,121.643566,"25°03'41.12""N","121°38'36.84""E"
New Taipei City,,,25.075917,121.639765,"25°04'33.30""N","121°38'23.15""E"
New Taipei City,,,25.049476,121.463914,"25°02'58.11""N","121°27'50.09""E"
New Taipei City,,,25.017448,121.4392,"25°01'02.81""N","121°26'21.12""E"
New Taipei City,,,24.991247,121.506136,"24°59'28.49""N","121°30'22.09""E"
New Taipei City,,,25.013846,121.483396,"25°00'49.85""N","121°29'00.23""E"
New Taipei City,,,25.015762,121.483011,"25°00'56.74""N","121°28'58.84""E"
New Taipei City,,,25.002969,121.526182,"25°00'10.69""N","121°31'34.26""E"
New Taipei City,,,25.001476,121.487955,"25°00'05.31""N","121°29'16.64""E"
New Taipei City,,,25.014924,121.508675,"25°00'53.73""N","121°30'31.23""E"
New Taipei City,,,25.01253,121.509742,"25°00'45.11""N","121°30'35.07""E"
New Taipei City,,,25.006226,121.510162,"25°00'22.41""N","121°30'36.58""E"
New Taipei City,,,25.007103,121.482081,"25°00'25.57""N","121°28'55.49""E"
New Taipei City,,,24.959424,121.532105,"24°57'33.93""N","121°31'55.58""E"
New Taipei City,,,24.960462,121.534206,"24°57'37.66""N","121°32'03.14""E"
New Taipei City,,,24.984736,121.520879,"24°59'05.05""N","121°31'15.16""E"
New Taipei City,,,25.083552,121.442323,"25°05'00.79""N","121°26'32.36""E"
New Taipei City,,,25.091336,121.445701,"25°05'28.81""N","121°26'44.52""E"
New Taipei City,,,25.068216,121.448181,"25°04'05.58""N","121°26'53.45""E"
New Taipei City,,,25.225698,121.632674,"25°13'32.51""N","121°37'57.63""E"
New Taipei City,,,24.938058,121.713173,"24°56'17.01""N","121°42'47.42""E"
New Taipei City,,,25.165342,121.451303,"25°09'55.23""N","121°27'04.69""E"
New Taipei City,,,25.083264,121.387084,"25°04'59.75""N","121°23'13.50""E"
New Taipei City,,,25.074981,121.374534,"25°04'29.93""N","121°22'28.32""E"
New Taipei City,,,25.081997,121.377537,"25°04'55.19""N","121°22'39.13""E"
New Taipei City,,,25.073589,121.390452,"25°04'24.92""N","121°23'25.63""E"
New Taipei City,,,25.06772,121.371333,"25°04'03.79""N","121°22'16.80""E"
New Taipei City,,,25.067839,121.365088,"25°04'04.22""N","121°21'54.32""E"
New Taipei City,,,25.075189,121.365622,"25°04'30.68""N","121°21'56.24""E"
New Taipei City,,,25.070482,121.358668,"25°04'13.74""N","121°21'31.20""E"
New Taipei City,,,25.06671,121.364542,"25°04'00.16""N","121°21'52.35""E"
New Taipei City,,,25.078971,121.401306,"25°04'44.30""N","121°24'04.70""E"
New Taipei City,,,25.073867,121.374524,"25°04'25.92""N","121°22'28.29""E"
New Taipei City,,,25.088126,121.37894,"25°05'17.25""N","121°22'44.18""E"
New Taipei City,,,25.020748,121.470861,"25°01'14.69""N","121°28'15.10""E"
New Taipei City,,,24.989706,121.428085,"24°59'22.94""N","121°25'41.11""E"
New Taipei City,,,24.991912,121.454797,"24°59'30.88""N","121°27'17.27""E"
New Taipei City,,,24.985929,121.460033,"24°59'09.34""N","121°27'36.12""E"
New Taipei City,,,24.980271,121.460866,"24°58'48.98""N","121°27'39.12""E"
New Taipei City,,,24.98745,121.425957,"24°59'14.82""N","121°25'33.45""E"
New Taipei City,,,24.998594,121.424849,"24°59'54.94""N","121°25'29.46""E"
New Taipei City,,,25.010848,121.41661,"25°00'39.05""N","121°24'59.80""E"
New Taipei City,,,24.946186,121.339784,"24°56'46.27""N","121°20'23.22""E"
New Taipei City,,,24.942704,121.341112,"24°56'33.73""N","121°20'28.00""E"
New Taipei City,,,25.158495,121.409055,"25°09'30.58""N","121°24'32.60""E"
New Taipei City,,,25.132469,121.450505,"25°07'56.89""N","121°27'01.82""E"
New Taipei City,,,25.15143,121.401841,"25°09'05.15""N","121°24'06.63""E"
New Taipei City,,,25.153821,121.406019,"25°09'13.76""N","121°24'21.67""E"
New Taipei City,,,25.150163,121.405956,"25°09'00.59""N","121°24'21.44""E"
New Taipei City,,,25.088921,121.466146,"25°05'20.12""N","121°27'58.13""E"
New Taipei City,,,25.086025,121.468851,"25°05'09.69""N","121°28'07.86""E"
New Taipei City,,,25.087755,121.489504,"25°05'15.92""N","121°29'22.21""E"
New Taipei City,,,25.076353,121.49853,"25°04'34.87""N","121°29'54.71""E"
New Taipei City,,,25.048553,121.477539,"25°02'54.79""N","121°28'39.14""E"
New Taipei City,,,25.053223,121.495004,"25°03'11.60""N","121°29'42.01""E"
New Taipei City,,,25.061268,121.637874,"25°03'40.56""N","121°38'16.35""E"
New Taipei City,,,25.060425,121.645907,"25°03'37.53""N","121°38'45.27""E"
New Taipei City,,,25.020804,121.430064,"25°01'14.89""N","121°25'48.23""E"
New Taipei City,,,24.99158,121.661461,"24°59'29.69""N","121°39'41.26""E"
New Taipei City,,,24.946599,121.372392,"24°56'47.76""N","121°22'20.61""E"
New Taipei City,,,24.926602,121.371692,"24°55'35.77""N","121°22'18.09""E"
New Taipei City,,,25.196871,121.435799,"25°11'48.74""N","121°26'08.88""E"
New Taipei City,,,25.18516,121.42155,"25°11'06.58""N","121°25'17.58""E"
New Taipei City,,,25.187388,121.423581,"25°11'14.60""N","121°25'24.89""E"
New Taipei City,,,25.075889,121.380795,"25°04'33.20""N","121°22'50.86""E"
New Taipei City,,,25.07338,121.361968,"25°04'24.17""N","121°21'43.08""E"
New Taipei City,,,25.075369,121.396857,"25°04'31.33""N","121°23'48.69""E"
New Taipei City,,,25.072331,121.368503,"25°04'20.39""N","121°22'06.61""E"
New Taipei City,,,25.024078,121.45966,"25°01'26.68""N","121°27'34.78""E"
New Taipei City,,,25.009385,121.469192,"25°00'33.79""N","121°28'09.09""E"
New Taipei City,,,25.008311,121.462452,"25°00'29.92""N","121°27'44.83""E"
New Taipei City,,,25.027731,121.471257,"25°01'39.83""N","121°28'16.53""E"
New Taipei City,,,24.981471,121.465394,"24°58'53.30""N","121°27'55.42""E"
New Taipei City,,,25.014023,121.449902,"25°00'50.48""N","121°26'59.65""E"
New Taipei City,,,25.007663,121.4699,"25°00'27.59""N","121°28'11.64""E"
New Taipei City,,,25.021673,121.452631,"25°01'18.02""N","121°27'09.47""E"
New Taipei City,,,24.958798,121.343009,"24°57'31.67""N","121°20'34.83""E"
New Taipei City,,,25.156333,121.409113,"25°09'22.80""N","121°24'32.81""E"
New Taipei City,,,25.148933,121.395627,"25°08'56.16""N","121°23'44.26""E"
New Taipei City,,,25.030025,121.423758,"25°01'48.09""N","121°25'25.53""E"
New Taipei City,,,25.046562,121.438996,"25°02'47.62""N","121°26'20.39""E"
New Taipei City,,,25.089611,121.479671,"25°05'22.60""N","121°28'46.82""E"
New Taipei City,,,25.07826,121.483674,"25°04'41.74""N","121°29'01.23""E"
New Taipei City,,,25.09113,121.490385,"25°05'28.07""N","121°29'25.39""E"
New Taipei City,,,25.043925,121.472307,"25°02'38.13""N","121°28'20.31""E"
New Taipei City,,,25.063709,121.662826,"25°03'49.35""N","121°39'46.17""E"
New Taipei City,,,25.048723,121.61936,"25°02'55.40""N","121°37'09.70""E"
New Taipei City,,,25.077002,121.661981,"25°04'37.21""N","121°39'43.13""E"
New Taipei City,,,25.078926,121.665538,"25°04'44.13""N","121°39'55.94""E"
New Taipei City,,,25.025166,121.413383,"25°01'30.60""N","121°24'48.18""E"
New Taipei City,,,24.935743,121.703962,"24°56'08.67""N","121°42'14.26""E"
New Taipei City,,,24.985695,121.659588,"24°59'08.50""N","121°39'34.52""E"
New Taipei City,,,25.187858,121.414524,"25°11'16.29""N","121°24'52.29""E"
New Taipei City,,,25.082408,121.387727,"25°04'56.67""N","121°23'15.82""E"
New Taipei City,,,25.067422,121.359942,"25°04'02.72""N","121°21'35.79""E"
New Taipei City,,,25.084044,121.374329,"25°05'02.56""N","121°22'27.58""E"
New Taipei City,,,25.084821,121.38738,"25°05'05.36""N","121°23'14.57""E"
New Taipei City,,,25.085069,121.382903,"25°05'06.25""N","121°22'58.45""E"
New Taipei City,,,25.027344,121.462918,"25°01'38.44""N","121°27'46.50""E"
New Taipei City,,,25.016697,121.481912,"25°01'00.11""N","121°28'54.88""E"
